loan_id,vintage_year,net_monthly_income,essential_spending,existing_debt_payment,principal,annual_rate,term_months,utilisation,prior_arrears,default_12m
SYN-2022-0303,2022,4390.25,1661.88,536.25,10000,0.141,24,0.4195,0,0
SYN-2022-0304,2022,3779.87,2122.41,691.24,15000,0.1455,60,0.6485,0,0
SYN-2022-0305,2022,4179.58,2204.74,790.89,15000,0.1779,48,0.2482,0,0
SYN-2022-0306,2022,4854.05,2866.72,414.96,15000,0.0938,60,0.4922,0,0
SYN-2022-0307,2022,1721.58,927.43,109.08,6000,0.1653,36,0.613,0,0
SYN-2022-0308,2022,1735.07,776.24,216.46,6000,0.0985,60,0.6491,0,0
SYN-2022-0309,2022,2718.49,1613.56,476.46,6000,0.0876,60,0.3247,0,0
SYN-2022-0310,2022,2434.77,1435.9,464.39,6000,0.1263,24,0.6392,0,0
SYN-2022-0311,2022,4501.81,2031.84,551.42,10000,0.1032,48,0.4391,0,0
SYN-2022-0312,2022,3524.93,2235.12,767.65,4000,0.144,60,0.2705,0,0
SYN-2022-0313,2022,2946.9,1379.71,182.9,20000,0.0909,24,0.5703,1,0
SYN-2022-0314,2022,2103.91,1131.74,434.09,20000,0.1417,48,0.3975,0,0
SYN-2022-0315,2022,2172.43,932.13,208.64,10000,0.0885,48,0.4353,1,0
SYN-2022-0316,2022,3929.88,1409.56,186.81,6000,0.1497,36,0.4554,0,0
SYN-2022-0317,2022,3759.8,1766.57,823.08,15000,0.1709,48,0.853,0,0
SYN-2022-0318,2022,1661.8,938.34,212.66,6000,0.0857,60,0.1968,0,0
SYN-2022-0319,2022,2979.01,1149.44,363.27,6000,0.1148,48,0.821,1,0
SYN-2022-0320,2022,3195.27,1147.39,339.07,10000,0.1119,48,0.495,0,0
SYN-2022-0321,2022,2537.45,1210.95,494.27,6000,0.1036,60,0.3971,0,0
SYN-2022-0322,2022,2782.04,998.81,533.33,20000,0.1033,24,0.3601,0,0
SYN-2022-0323,2022,2817.82,1073.04,212.79,10000,0.0971,24,0.7129,0,0
SYN-2022-0324,2022,3227.66,1276.88,257.19,10000,0.15,48,0.536,1,0
SYN-2022-0325,2022,4543.77,2698.44,1079.12,6000,0.1059,36,0.6875,1,0
SYN-2022-0326,2022,4478.56,2070.67,1075.12,4000,0.1207,48,0.6733,0,0
SYN-2022-0327,2022,5029.26,2190.51,494.92,10000,0.1225,24,0.8018,0,0
SYN-2022-0328,2022,2343.96,850.56,412.34,15000,0.0981,48,0.3846,0,0
SYN-2022-0329,2022,2114.08,1020.8,257.72,6000,0.1,60,0.4343,0,0
SYN-2022-0330,2022,3634.06,1444.66,261.49,10000,0.1572,48,0.0839,0,0
SYN-2022-0331,2022,3903.76,1711.49,670.64,4000,0.1706,24,0.7588,0,0
SYN-2022-0332,2022,2933.79,1873.18,669.09,4000,0.1603,48,0.7374,0,0
SYN-2022-0333,2022,5175.37,2938.74,1099.98,6000,0.0828,60,0.412,0,0
SYN-2022-0334,2022,2403.44,1086.64,245.08,15000,0.1198,24,0.4844,0,0
SYN-2022-0335,2022,3295.52,1743.3,414.09,6000,0.09,36,0.4045,0,0
SYN-2022-0336,2022,1644.87,653.34,284.02,15000,0.0926,60,0.5259,0,0
SYN-2022-0337,2022,4478.71,2084.92,725.86,20000,0.1135,48,0.2129,0,0
SYN-2022-0338,2022,4016.37,2181.52,394.75,6000,0.0808,48,0.027,0,0
SYN-2022-0339,2022,4182.29,2464.51,704.21,10000,0.0946,48,0.9155,0,0
SYN-2022-0340,2022,2629.88,931.67,443.49,6000,0.1202,60,0.4278,0,0
SYN-2022-0341,2022,2712.88,1347.39,414.85,20000,0.1363,24,0.2521,1,0
SYN-2022-0342,2022,4528.71,2384.66,665.24,4000,0.1577,60,0.3648,0,0
SYN-2022-0343,2022,3464.9,1453.27,647.42,20000,0.1412,24,0.37,0,0
SYN-2022-0344,2022,1962.79,1024.37,123.22,20000,0.146,36,0.8288,0,0
SYN-2022-0345,2022,3547.26,2023.71,235.06,6000,0.1287,24,0.6085,0,0
SYN-2022-0346,2022,2314.85,966.4,120.68,4000,0.1765,36,0.6275,0,0
SYN-2022-0347,2022,3827.98,1379.79,697.48,20000,0.1239,60,0.8905,1,1
SYN-2022-0348,2022,4075.35,1650.12,755.29,4000,0.1257,60,0.4315,0,0
SYN-2022-0349,2022,4951.6,2011.93,1048.51,4000,0.1549,60,0.7308,0,0
SYN-2022-0350,2022,2850.46,1277.86,446.25,6000,0.1135,48,0.4121,0,0
SYN-2022-0351,2022,3252.07,1740.67,735.06,15000,0.0817,36,0.5592,0,0
SYN-2022-0352,2022,4300.01,1619.62,814.83,4000,0.1552,48,0.8342,0,0
SYN-2022-0353,2022,4993.18,2577.0,973.88,15000,0.1127,48,0.3669,0,0
SYN-2022-0354,2022,4277.79,2355.65,1066.77,20000,0.1188,60,0.3248,0,0
SYN-2022-0355,2022,3223.85,1237.07,716.16,15000,0.094,48,0.7979,0,0
SYN-2022-0356,2022,3649.73,1419.04,585.0,6000,0.162,36,0.6898,0,0
SYN-2022-0357,2022,2672.67,1124.24,316.74,6000,0.1587,48,0.3731,0,0
SYN-2022-0358,2022,1927.02,997.03,99.1,20000,0.0804,60,0.7488,0,0
SYN-2022-0359,2022,2734.76,1203.19,399.54,6000,0.1681,24,0.3962,1,0
SYN-2022-0360,2022,2224.66,1282.61,379.27,20000,0.1261,48,0.3664,1,0
SYN-2022-0361,2022,2518.39,1007.12,488.0,20000,0.1701,60,0.6005,0,0
SYN-2022-0362,2022,4629.54,1651.98,1116.25,15000,0.131,60,0.8331,0,0
SYN-2022-0363,2022,5171.48,3129.95,902.2,4000,0.1575,48,0.4254,0,0
SYN-2022-0364,2022,2450.02,907.91,593.4,6000,0.1454,60,0.58,0,0
SYN-2022-0365,2022,2222.41,837.9,443.85,6000,0.1265,36,0.604,0,0
SYN-2022-0366,2022,2920.65,1509.42,449.39,6000,0.1189,60,0.6531,0,0
SYN-2022-0367,2022,1855.05,1091.78,116.63,4000,0.1778,24,0.1127,0,0
SYN-2022-0368,2022,4972.74,2393.8,473.1,4000,0.1641,60,0.4635,0,0
SYN-2022-0369,2022,2117.29,1221.82,352.46,15000,0.1485,24,0.748,0,0
SYN-2022-0370,2022,3524.58,1409.08,730.04,10000,0.1227,24,0.6603,1,0
SYN-2022-0371,2022,1959.12,954.19,361.65,20000,0.0829,24,0.694,0,0
SYN-2022-0372,2022,5018.29,2648.89,1169.52,6000,0.1455,48,0.3113,0,0
SYN-2022-0373,2022,4739.35,1679.03,605.91,6000,0.1669,36,0.1204,0,0
SYN-2022-0374,2022,4490.54,1662.25,905.97,4000,0.1267,24,0.5301,0,0
SYN-2022-0375,2022,4968.84,2518.8,621.31,20000,0.1499,36,0.1199,0,0
SYN-2022-0376,2022,3649.26,1480.6,589.62,4000,0.1579,60,0.7114,1,0
SYN-2022-0377,2022,2142.7,1103.1,530.05,10000,0.1349,48,0.1798,0,0
SYN-2022-0378,2022,2013.4,1193.09,253.88,4000,0.166,48,0.5925,0,0
SYN-2022-0379,2022,2033.41,894.53,349.52,20000,0.164,24,0.913,0,0
SYN-2022-0380,2022,5136.26,2337.33,672.5,10000,0.1669,36,0.3667,0,0
SYN-2022-0381,2022,5006.03,1866.95,859.27,10000,0.1322,48,0.3946,0,0
SYN-2022-0382,2022,4977.69,2863.63,676.09,15000,0.1666,60,0.3333,0,0
SYN-2022-0383,2022,3332.78,2079.73,566.91,20000,0.1175,36,0.5805,0,0
SYN-2022-0384,2022,2567.41,1053.62,157.26,6000,0.1378,48,0.5825,0,0
SYN-2022-0385,2022,2807.01,1725.58,605.46,4000,0.1028,36,0.4302,0,0
SYN-2022-0386,2022,2982.67,1521.23,374.59,20000,0.1666,36,0.2335,0,0
SYN-2022-0387,2022,2181.77,1075.19,470.01,4000,0.1329,48,0.2876,0,0
SYN-2022-0388,2022,3799.44,2003.21,177.07,20000,0.13,60,0.8658,0,0
SYN-2022-0389,2022,3220.94,1243.66,633.29,20000,0.1001,60,0.7364,0,0
SYN-2022-0390,2022,4148.09,1732.24,466.42,10000,0.088,36,0.9577,0,0
SYN-2022-0391,2022,3875.1,2086.85,516.81,6000,0.1505,36,0.4619,0,0
SYN-2022-0392,2022,1968.3,960.28,357.57,20000,0.1429,36,0.5827,1,1
SYN-2022-0393,2022,1946.2,1060.45,192.47,20000,0.1365,60,0.6949,0,0
SYN-2022-0394,2022,2538.46,1049.79,242.47,20000,0.1268,36,0.4402,0,0
SYN-2022-0395,2022,3483.98,1821.2,365.1,10000,0.0877,60,0.4544,0,0
SYN-2022-0396,2022,3233.47,1261.96,219.69,15000,0.0911,48,0.7302,0,0
SYN-2022-0397,2022,4316.48,2083.72,991.15,15000,0.1336,36,0.1095,0,0
SYN-2022-0398,2022,2527.25,1635.95,113.59,10000,0.1589,48,0.1367,0,0
SYN-2022-0399,2022,3742.12,1810.39,213.07,10000,0.1476,60,0.6962,0,0
SYN-2022-0400,2022,3827.1,1359.44,750.74,15000,0.16,48,0.6525,0,0
SYN-2022-0401,2022,3768.97,1584.19,535.07,4000,0.1609,36,0.5021,1,0
SYN-2022-0402,2022,2850.58,1670.99,133.35,20000,0.1487,48,0.5247,0,0
SYN-2022-0403,2022,3131.0,1293.72,552.54,20000,0.1483,36,0.85,0,0
SYN-2022-0404,2022,3592.26,1737.88,466.42,6000,0.1262,24,0.4591,0,0
SYN-2022-0405,2022,4647.4,1962.81,344.48,6000,0.1398,48,0.4217,1,0
SYN-2022-0406,2022,4973.62,2434.56,401.63,10000,0.18,24,0.14,0,0
SYN-2022-0407,2022,1909.14,831.98,340.41,20000,0.0853,36,0.4581,0,0
SYN-2022-0408,2022,5109.75,2104.85,295.94,10000,0.0871,24,0.8904,0,0
SYN-2022-0409,2022,4521.84,2140.76,583.05,10000,0.1506,48,0.2684,0,0
SYN-2022-0410,2022,4305.05,1776.87,1022.62,6000,0.0952,24,0.9251,0,0
SYN-2022-0411,2022,3436.02,1233.04,324.43,10000,0.1155,60,0.3504,0,0
SYN-2022-0412,2022,2791.78,1135.17,308.87,10000,0.1645,36,0.3634,0,0
SYN-2022-0413,2022,2190.0,1253.75,112.9,15000,0.1627,60,0.5498,0,0
SYN-2022-0414,2022,3154.35,1761.35,347.36,6000,0.1252,36,0.3755,0,0
SYN-2022-0415,2022,4309.69,2189.05,185.23,4000,0.1679,48,0.6361,1,0
SYN-2022-0416,2022,1626.04,640.23,338.66,20000,0.0841,60,0.2748,1,0
SYN-2022-0417,2022,2104.94,1110.13,381.72,4000,0.1335,36,0.5757,1,0
SYN-2022-0418,2022,1799.95,746.41,446.92,10000,0.1036,48,0.436,0,0
SYN-2022-0419,2022,4773.73,1760.95,1129.71,6000,0.1583,24,0.5256,0,0
SYN-2022-0420,2022,3349.56,1856.27,695.32,4000,0.0805,60,0.7941,0,0
SYN-2022-0421,2022,3945.94,2028.02,690.87,10000,0.1194,48,0.4572,0,0
SYN-2022-0422,2022,3319.9,1625.85,323.15,4000,0.1798,24,0.6337,0,0
SYN-2022-0423,2022,3064.09,1591.52,148.32,10000,0.1139,36,0.7507,0,0
SYN-2022-0424,2022,3330.2,2104.11,671.23,10000,0.1304,24,0.8405,0,0
SYN-2022-0425,2022,5087.16,2276.99,400.34,20000,0.1228,24,0.7549,0,0
SYN-2022-0426,2022,3969.54,1706.64,957.97,15000,0.1271,60,0.2309,0,0
SYN-2022-0427,2022,4389.83,2112.35,567.71,6000,0.0933,24,0.7603,0,0
SYN-2022-0428,2022,3787.25,2224.28,896.67,4000,0.1093,60,0.8119,0,0
SYN-2022-0429,2022,2697.06,1372.57,334.35,20000,0.0819,36,0.5161,0,0
SYN-2022-0430,2022,3312.6,2088.75,353.17,20000,0.1488,48,0.906,0,0
SYN-2022-0431,2022,4784.36,2151.8,882.25,15000,0.0922,36,0.4342,0,0
SYN-2022-0432,2022,2801.55,1479.79,623.26,20000,0.0881,60,0.3271,1,0
SYN-2022-0433,2022,2794.08,1031.34,137.78,10000,0.1362,36,0.6158,0,0
SYN-2022-0434,2022,2818.29,1392.19,142.1,4000,0.1227,24,0.6903,0,0
SYN-2022-0435,2022,2702.74,1240.16,516.11,20000,0.1699,36,0.5985,1,0
SYN-2022-0436,2022,2438.43,1545.67,112.61,4000,0.1197,24,0.8075,0,0
SYN-2022-0437,2022,3711.25,1900.58,743.31,4000,0.1238,24,0.4772,0,0
SYN-2022-0438,2022,2315.24,907.69,386.32,6000,0.1477,24,0.4671,0,0
SYN-2022-0439,2022,1806.14,1163.42,417.31,6000,0.1243,60,0.4144,0,0
SYN-2022-0440,2022,3347.99,1201.24,375.19,15000,0.1359,24,0.6233,0,0
SYN-2022-0441,2022,4711.09,2725.41,861.83,6000,0.1482,48,0.7075,0,0
SYN-2022-0442,2022,3065.56,1351.26,281.74,6000,0.1316,48,0.3682,1,0
SYN-2022-0443,2022,4726.32,3063.1,707.4,15000,0.1042,36,0.1582,0,0
SYN-2022-0444,2022,3575.13,1808.75,275.78,6000,0.1534,36,0.4414,1,0
SYN-2022-0445,2022,1630.75,1041.39,293.39,4000,0.164,24,0.8548,0,0
SYN-2022-0446,2022,3012.24,1753.97,185.32,4000,0.1284,48,0.4708,0,0
SYN-2022-0447,2022,2613.56,1137.59,347.06,4000,0.1564,24,0.4928,0,0
SYN-2022-0448,2022,3182.84,1551.66,377.61,4000,0.1584,60,0.5704,0,0
SYN-2022-0449,2022,4042.31,1494.78,596.79,6000,0.0987,48,0.1914,0,0
SYN-2022-0450,2022,4826.18,2569.95,790.43,4000,0.0853,60,0.7149,0,0
SYN-2022-0451,2022,3448.72,1455.39,349.99,4000,0.0935,60,0.724,0,0
SYN-2022-0452,2022,2476.85,1194.74,462.15,20000,0.1004,48,0.5339,0,0
SYN-2022-0453,2022,1680.29,621.53,290.69,10000,0.1639,48,0.5139,0,0
SYN-2022-0454,2022,2442.06,1117.49,272.81,6000,0.1228,48,0.1828,0,0
SYN-2022-0455,2022,4931.6,2258.36,637.88,20000,0.0991,36,0.2962,0,0
SYN-2022-0456,2022,3888.29,1695.75,882.0,10000,0.1185,24,0.5372,0,0
SYN-2022-0457,2022,1965.43,1109.73,381.04,6000,0.117,24,0.8575,0,0
SYN-2022-0458,2022,2496.84,1173.48,480.99,6000,0.1797,24,0.2026,0,0
SYN-2022-0459,2022,3376.26,1836.46,683.59,4000,0.1421,60,0.9657,0,0
SYN-2022-0460,2022,2649.35,1540.11,195.33,4000,0.1536,48,0.8333,0,0
SYN-2022-0461,2022,4731.23,2845.32,816.77,4000,0.1477,24,0.8313,0,0
SYN-2022-0462,2022,2097.92,755.43,372.01,10000,0.1561,24,0.8917,1,0
SYN-2022-0463,2022,3311.0,1943.48,161.39,10000,0.1263,48,0.7526,0,0
SYN-2022-0464,2022,4254.15,2755.45,1017.55,20000,0.1486,24,0.7901,0,0
SYN-2022-0465,2022,3153.64,1904.6,420.05,6000,0.1207,60,0.7787,0,0
SYN-2022-0466,2022,1900.54,1075.17,269.85,4000,0.1726,36,0.3501,0,0
SYN-2022-0467,2022,4123.59,2436.23,698.57,15000,0.1167,24,0.6855,0,0
SYN-2022-0468,2022,2572.22,1141.09,191.91,4000,0.0905,24,0.1843,0,0
SYN-2022-0469,2022,1698.89,695.58,273.53,20000,0.1719,60,0.3169,1,0
SYN-2022-0470,2022,3181.95,1402.16,451.88,6000,0.1759,36,0.1668,1,0
SYN-2022-0471,2022,4547.16,2071.25,586.82,4000,0.1727,60,0.3001,1,1
SYN-2022-0472,2022,2648.26,1167.89,392.12,15000,0.1704,48,0.0737,0,0
SYN-2022-0473,2022,4809.32,2591.57,410.93,15000,0.0946,36,0.6387,0,0
SYN-2022-0474,2022,3863.38,2295.8,727.12,15000,0.1632,24,0.7,0,0
SYN-2022-0475,2022,4669.88,2089.87,864.12,15000,0.0893,60,0.8445,0,0
SYN-2022-0476,2022,2882.49,1582.26,186.25,4000,0.1694,36,0.5165,0,0
SYN-2022-0477,2022,2107.38,840.98,133.73,4000,0.1455,36,0.803,0,0
SYN-2022-0478,2022,4848.97,2037.66,536.47,10000,0.1635,60,0.4012,0,0
SYN-2022-0479,2022,3475.96,2108.96,858.75,15000,0.1669,24,0.6533,0,0
SYN-2022-0480,2022,2223.21,846.08,142.62,20000,0.1707,24,0.6705,0,1
SYN-2022-0481,2022,3047.04,1502.87,377.45,10000,0.135,24,0.6743,0,0
SYN-2022-0482,2022,2335.26,860.73,151.66,15000,0.1662,24,0.8112,0,0
SYN-2022-0483,2022,4747.13,2185.16,875.51,20000,0.151,24,0.4349,0,0
SYN-2022-0484,2022,3039.97,1885.72,653.38,10000,0.1221,36,0.4448,0,0
SYN-2022-0485,2022,2060.79,1156.14,462.04,10000,0.1112,60,0.3242,0,0
SYN-2022-0486,2022,1834.84,1074.6,340.9,20000,0.1354,36,0.5819,0,0
SYN-2022-0487,2022,1716.62,749.62,140.83,20000,0.122,24,0.3007,0,0
SYN-2022-0488,2022,3648.82,1507.66,419.45,6000,0.1278,36,0.5275,0,0
SYN-2022-0489,2022,4729.95,2769.38,229.78,4000,0.1668,60,0.4129,0,0
SYN-2022-0490,2022,2248.35,991.07,433.36,15000,0.1219,60,0.6908,0,0
SYN-2022-0491,2022,3499.51,2143.38,839.54,10000,0.0847,48,0.4197,0,0
SYN-2022-0492,2022,3571.13,1360.0,600.59,20000,0.1246,36,0.4128,0,0
SYN-2022-0493,2022,2591.23,1078.19,306.23,10000,0.1324,36,0.7815,0,0
SYN-2022-0494,2022,4162.76,1594.55,989.8,6000,0.1088,60,0.7271,0,0
SYN-2022-0495,2022,2928.95,1786.64,490.93,15000,0.1397,48,0.2571,0,0
SYN-2022-0496,2022,4576.92,2568.77,376.89,4000,0.0816,60,0.4695,0,0
SYN-2022-0497,2022,5194.61,2566.4,926.88,6000,0.1677,48,0.4743,0,0
SYN-2022-0498,2022,1607.95,860.33,160.71,15000,0.1305,60,0.3197,0,0
SYN-2022-0499,2022,1903.86,694.68,465.48,15000,0.1223,36,0.6621,1,0
SYN-2022-0500,2022,1732.62,904.33,147.41,15000,0.1763,48,0.5652,1,0
SYN-2022-0501,2022,2212.39,1344.2,138.24,6000,0.1485,60,0.7327,0,0
SYN-2022-0502,2022,2217.33,1217.26,522.47,15000,0.1242,60,0.0612,0,0
SYN-2022-0503,2022,1951.71,1204.2,245.59,6000,0.1232,48,0.2125,0,0
SYN-2022-0504,2022,4929.61,2205.23,343.27,10000,0.1131,48,0.6983,0,0
SYN-2022-0505,2022,3748.9,1377.91,281.15,6000,0.1383,48,0.514,0,0
SYN-2022-0506,2022,3877.04,2152.07,209.24,4000,0.0984,36,0.3217,0,0
SYN-2022-0507,2022,2922.98,1397.1,538.9,10000,0.172,48,0.3987,0,0
SYN-2022-0508,2022,2405.34,1091.47,368.74,15000,0.1691,60,0.4167,1,0
SYN-2022-0509,2022,2290.19,1244.3,529.56,6000,0.1538,36,0.5303,0,0
SYN-2022-0510,2022,4705.11,2873.16,1102.84,15000,0.0819,48,0.467,0,0
SYN-2022-0511,2022,2500.52,1185.6,198.57,4000,0.1547,24,0.3848,0,0
SYN-2022-0512,2022,3524.93,1372.17,634.11,6000,0.1728,36,0.7028,0,0
SYN-2022-0513,2022,2243.67,833.36,398.98,4000,0.1541,24,0.5957,0,0
SYN-2022-0514,2022,1851.97,1019.4,253.25,15000,0.093,36,0.5811,0,0
SYN-2022-0515,2022,1884.42,763.79,399.6,10000,0.1562,60,0.4672,0,0
SYN-2022-0516,2022,2240.67,1377.61,518.33,4000,0.1412,48,0.0668,0,0
SYN-2022-0517,2022,1888.32,965.41,371.09,10000,0.1688,36,0.2528,0,0
SYN-2022-0518,2022,3318.81,1596.21,670.76,15000,0.1608,24,0.6494,0,0
SYN-2022-0519,2022,4874.39,2230.1,276.94,4000,0.1419,60,0.4812,1,0
SYN-2022-0520,2022,3250.3,1650.9,708.33,4000,0.1156,48,0.2905,0,0
SYN-2022-0521,2022,1693.05,1084.57,264.42,15000,0.1042,48,0.6983,0,0
SYN-2022-0522,2022,4977.77,2030.04,397.1,6000,0.1218,48,0.6012,0,0
SYN-2022-0523,2022,3598.17,1878.57,522.35,4000,0.1172,24,0.0199,0,0
SYN-2022-0524,2022,2713.17,984.71,368.06,10000,0.1398,60,0.7294,0,0
SYN-2022-0525,2022,4543.65,1697.55,709.54,6000,0.1494,36,0.3036,0,0
SYN-2022-0526,2022,4135.36,2244.98,766.7,15000,0.1588,60,0.401,1,1
SYN-2022-0527,2022,4015.51,2186.28,189.64,20000,0.1438,36,0.7001,0,0
SYN-2022-0528,2022,4361.77,2265.55,288.58,20000,0.1651,36,0.4042,0,0
SYN-2022-0529,2022,3506.37,1599.2,452.74,15000,0.1507,36,0.858,1,0
SYN-2022-0530,2022,5024.64,2457.99,567.44,15000,0.1413,36,0.4539,0,0
SYN-2022-0531,2022,3794.53,1753.8,594.53,20000,0.1434,24,0.2303,0,0
SYN-2022-0532,2022,1676.91,757.94,341.93,10000,0.1076,36,0.5777,0,0
SYN-2022-0533,2022,2181.13,1048.71,126.72,6000,0.104,24,0.4404,0,0
SYN-2022-0534,2022,2972.16,1545.92,717.87,15000,0.1784,24,0.7137,0,0
SYN-2022-0535,2022,2509.79,1001.2,291.05,15000,0.0857,24,0.7035,1,0
SYN-2022-0536,2022,1729.53,990.18,417.32,15000,0.1621,36,0.4678,1,0
SYN-2022-0537,2022,2642.14,1118.35,532.87,10000,0.0936,48,0.1313,0,0
SYN-2022-0538,2022,2264.95,1417.42,92.6,10000,0.1105,60,0.4791,0,0
SYN-2022-0539,2022,3071.62,1788.51,126.69,4000,0.1328,36,0.2901,0,0
SYN-2022-0540,2022,2352.79,1508.17,508.57,15000,0.1521,48,0.2955,0,0
SYN-2022-0541,2022,2493.15,1494.12,161.91,4000,0.1625,24,0.5652,0,0
SYN-2022-0542,2022,4602.57,2501.4,310.51,6000,0.1543,60,0.3628,0,0
SYN-2022-0543,2022,1627.31,804.3,311.73,15000,0.1022,24,0.0274,0,0
SYN-2022-0544,2022,4905.87,1816.04,1129.79,20000,0.1588,24,0.4213,0,0
SYN-2022-0545,2022,2200.44,1189.13,318.54,15000,0.0912,36,0.6212,0,0
SYN-2022-0546,2022,4428.77,2573.44,902.72,15000,0.1442,24,0.6084,0,0
SYN-2022-0547,2022,1699.56,1043.4,417.79,4000,0.1474,24,0.4067,0,0
SYN-2022-0548,2022,4834.29,2580.19,1111.14,6000,0.152,24,0.5439,0,0
SYN-2022-0549,2022,4418.95,1634.46,1039.7,10000,0.1357,60,0.6537,0,0
SYN-2022-0550,2022,3192.16,2024.91,192.95,6000,0.1761,24,0.2891,0,0
SYN-2022-0551,2022,2490.38,1504.13,361.44,4000,0.1137,60,0.5252,1,0
SYN-2022-0552,2022,4142.76,1834.64,497.7,15000,0.1792,48,0.4168,0,0
SYN-2022-0553,2022,4592.22,2197.42,429.6,15000,0.094,60,0.3656,0,0
SYN-2022-0554,2022,4839.79,2640.08,623.13,6000,0.1742,24,0.7982,0,0
SYN-2022-0555,2022,4962.24,2486.15,1051.36,15000,0.1555,48,0.1483,0,0
SYN-2022-0556,2022,1687.75,985.6,257.4,20000,0.0951,24,0.2826,0,0
SYN-2022-0557,2022,2756.57,1091.05,580.32,6000,0.1327,60,0.2826,0,0
SYN-2022-0558,2022,2890.57,1101.73,635.99,6000,0.1495,36,0.4605,0,0
SYN-2022-0559,2022,1677.35,827.96,326.57,4000,0.1521,60,0.8674,0,0
SYN-2022-0560,2022,2057.36,1157.11,312.12,6000,0.1723,24,0.669,0,0
SYN-2022-0561,2022,4333.19,2147.01,954.18,6000,0.1708,36,0.464,1,0
SYN-2022-0562,2022,4128.71,1638.41,894.55,6000,0.1251,24,0.9184,0,0
SYN-2022-0563,2022,1658.83,822.6,302.96,10000,0.0959,48,0.4097,0,0
SYN-2022-0564,2022,2213.75,1267.13,114.87,15000,0.1703,48,0.438,0,0
SYN-2022-0565,2022,5095.55,2083.9,272.47,20000,0.1165,24,0.5597,0,0
SYN-2022-0566,2022,4592.65,2649.04,1137.73,4000,0.1481,48,0.1687,0,0
SYN-2022-0567,2022,4556.48,2227.84,270.71,15000,0.1019,48,0.7824,0,0
SYN-2022-0568,2022,4029.17,1702.85,247.99,4000,0.1664,36,0.7103,0,0
SYN-2022-0569,2022,3240.69,1589.41,202.89,6000,0.0962,24,0.8705,0,0
SYN-2022-0570,2022,4224.3,1579.52,448.39,20000,0.0944,36,0.8878,0,0
SYN-2022-0571,2022,4272.79,1645.06,736.94,4000,0.1619,60,0.6582,0,0
SYN-2022-0572,2022,4898.3,2616.48,904.97,4000,0.1179,24,0.7229,0,0
SYN-2022-0573,2022,4124.25,2461.89,545.06,15000,0.1453,36,0.7518,0,0
SYN-2022-0574,2022,2901.34,1204.41,606.39,10000,0.0932,48,0.2245,0,0
SYN-2022-0575,2022,3746.68,2010.91,535.75,15000,0.1599,60,0.5076,0,0
SYN-2022-0576,2022,4557.08,2447.95,574.57,10000,0.1522,24,0.459,0,0
SYN-2022-0577,2022,3067.71,1369.8,217.72,15000,0.1799,48,0.6662,0,0
SYN-2022-0578,2022,4718.72,2216.75,213.18,20000,0.099,24,0.88,0,1
SYN-2022-0579,2022,3423.51,2144.14,211.73,15000,0.0804,48,0.2555,0,0
SYN-2022-0580,2022,4770.71,2511.02,650.88,20000,0.1371,36,0.8239,0,0
SYN-2022-0581,2022,2049.2,885.17,441.81,15000,0.1607,60,0.1973,0,0
SYN-2022-0582,2022,1781.55,909.0,227.65,10000,0.1274,36,0.8702,0,1
SYN-2022-0583,2022,4759.25,1723.58,900.67,6000,0.1219,48,0.6446,0,0
SYN-2022-0584,2022,1744.27,901.83,428.86,15000,0.1326,48,0.0535,0,0
SYN-2022-0585,2022,2713.66,1587.81,271.74,4000,0.1178,24,0.6086,0,0
SYN-2022-0586,2022,2049.0,735.09,204.93,10000,0.1038,48,0.9498,0,0
SYN-2022-0587,2022,4054.16,1548.4,926.59,10000,0.1112,36,0.3582,0,0
SYN-2022-0588,2022,2813.61,1736.74,621.19,15000,0.0984,60,0.5239,0,0
SYN-2022-0589,2022,4709.55,2374.8,228.23,4000,0.1051,60,0.7958,0,0
SYN-2022-0590,2022,1774.78,835.54,246.32,10000,0.1317,24,0.5336,0,0
SYN-2022-0591,2022,2924.63,1143.91,454.52,20000,0.1774,60,0.4603,1,0
SYN-2022-0592,2022,2634.38,1144.37,617.97,15000,0.1657,24,0.2415,0,0
SYN-2022-0593,2022,3295.61,1154.92,511.95,6000,0.1386,24,0.59,0,0
SYN-2022-0594,2022,3671.44,1435.07,866.04,6000,0.1083,36,0.4617,0,0
SYN-2022-0595,2022,4218.63,2418.29,822.04,10000,0.1016,48,0.736,0,0
SYN-2022-0596,2022,2910.83,1507.86,332.69,20000,0.1044,36,0.5537,0,0
SYN-2022-0597,2022,2825.41,1269.28,500.97,10000,0.1051,36,0.4592,0,0
SYN-2022-0598,2022,2033.98,754.24,459.01,20000,0.1186,36,0.5547,0,0
SYN-2022-0599,2022,1942.52,911.72,327.6,10000,0.1085,60,0.9137,0,1
SYN-2023-0000,2023,4317.55,1643.75,532.24,4000,0.1772,24,0.5496,0,0
SYN-2023-0001,2023,1756.47,694.56,333.4,4000,0.1218,36,0.6017,0,0
SYN-2023-0002,2023,4184.25,1484.34,477.9,10000,0.1222,48,0.3344,0,0
SYN-2023-0003,2023,3270.53,1915.99,290.48,20000,0.1033,60,0.0943,0,0
SYN-2023-0004,2023,3099.9,1196.01,415.68,20000,0.1325,36,0.3987,0,0
SYN-2023-0005,2023,3766.59,1531.97,449.07,20000,0.0837,36,0.3073,0,0
SYN-2023-0006,2023,1987.1,805.12,252.03,4000,0.0802,24,0.6866,0,0
